id,name,birthdate,deathdate
5243,Marta Etura,10/28/78,
5244,Martha Coolidge,8/17/46,
5245,Martha MacIsaac,10/11/84,
5246,Martijn Lakemeier,9/17/93,
5247,Martin Balsam,11/4/19,2/13/96
5248,Martin Brest,8/8/51,
5249,Martin Campbell,10/13/68,
5250,Martin Clunes,11/28/61,
5251,Martin Compston,5/8/84,
5252,Martin Dew,1/18/68,
5253,Martin Donovan,8/19/57,
5254,Martin Hancock,,
5255,Martin Henderson,10/8/74,
5256,Martin Koolhoven,4/25/69,
5257,Martin Kove,3/6/46,
5258,Martin Landau,6/20/28,
5259,Martin Lawrence,4/16/65,
5260,Martin Lucey,,
5261,Martin McDonagh,3/26/70,
5262,Martin Ritt,3/2/14,12/8/90
5263,Martin Scorsese,11/17/42,
5264,Martin Semmelrogge,12/8/55,
5265,Martin Sharpe,,
5266,Martin Short,3/26/50,
5267,Martin Starr,7/30/82,
5268,Martin Weisz,3/27/66,
5269,Martina Gedeck,9/14/61,
5270,Marty Lindsey,12/14/70,
5271,Martyn Pick,,
5272,Marv Albert,6/12/41,
5273,Mary Astor,5/3/06,9/25/87
5274,Mary Carr,1874-03-14,6/24/73
5275,Mary Catherine Garrison,12/19/73,
5276,Mary Elizabeth Mastrantonio,11/17/58,
5277,Mary Goggin,8/12/52,
5278,Mary Harron,1/12/53,
5279,Mary J. Blige,1/11/71,
5280,Mary Kate Wiles,,
5281,Mary Kay Place,9/23/47,
5282,Mary Lambert,,
5283,Mary Lynn Rajskub,6/22/71,
5284,Mary McCormack,2/8/69,
5285,Mary McDonnell,4/28/52,
5286,Mary McGuckian,5/27/65,
5287,Mary Mouser,5/9/96,
5288,Mary Norwood,,
5289,Mary Page Keller,3/3/61,
5290,Mary Pat Kelly,,
5291,Mary Tsoni,,
5292,Mary Tyler Moore,12/29/36,1/25/17
5293,Mary-Kate Olsen,6/13/86,
5294,Maryam Keshavarz,,
5295,Masayuki Ochiai,,
5296,Masi Oka,12/27/74,
5297,Mason Gamble,1/16/86,
5298,Mason Lee,5/30/90,
5299,Master P,1/1/45,
5300,Mateo Gil,9/23/72,
5301,Matheus Nachtergaele,1/3/69,
5302,Mathew Buck,12/1/90,
5303,Mathieu Amalric,10/25/65,
5304,Mathieu Kassovitz,8/3/67,
5305,Matias Varela,6/23/80,
5306,Matisyahu,6/30/78,
5307,Matt Bennett,4/9/68,
5308,Matt Berry,5/2/74,
5309,Matt Bettinelli-Olpin,,
5310,Matt Birch,,
5311,Matt Bomer,10/11/77,
5312,Matt Bushell,1/8/74,
5313,Matt Cimber,,
5314,Matt Cohen,,
5315,Matt Crabtree,,
5316,Matt Craven,11/10/56,
5317,Matt Damon,10/8/70,
5318,Matt Day,9/28/71,
5319,Matt Dillon,2/18/64,
5320,Matt Frewer,1/4/58,
5321,Matt Gerald,,
5322,Matt Hill,,
5323,Matt Hunter,,
5324,Matt Jackson,,
5325,Matt Johnson,,
5326,Matt Jones,11/1/81,
5327,Matt Keeslar,10/15/72,
5328,Matt King,7/28/83,
5329,Matt Letscher,6/26/70,
5330,Matt Long,5/18/80,
5331,Matt Lucas,3/5/74,
5332,Matt Maiellaro,,
5333,Matt Malloy,,
5334,Matt Marr,,
5335,Matt McCoy,5/20/58,
5336,Matt O'Leary,7/6/87,
5337,Matt Piedmont,,
5338,Matt Price,,
5339,Matt Prokop,7/29/90,
5340,Matt Reeves,4/27/66,
5341,Matt Ross,1/3/70,
5342,Matt Schulze,7/3/72,
5343,Matt Servitto,4/7/65,
5344,Matt Shively,9/15/90,
5345,Matt Smith,10/28/82,
5346,Matt Stone,5/26/71,
5347,Matt Walsh,10/13/64,
5348,Matt Williams,,
5349,Matthew Alan,,
5350,Matthew Borlenghi,5/25/67,
5351,Matthew Bright,7/8/65,
5352,Matthew Broderick,3/21/62,
5353,Matthew Cowles,9/28/44,5/22/14
5354,Matthew Daddario,,
5355,Matthew Diamond,,
5356,Matthew Emerick,,
5357,Matthew Feeney,7/12/68,
5358,Matthew Glave,8/19/63,
5359,Matthew Gray Gubler,3/9/80,
5360,Matthew Gumley,2/7/97,
5361,Matthew Hastings,10/21/67,
5362,Matthew Knight,2/16/94,
5363,Matthew Lawrence,2/11/80,
5364,Matthew Macfadyen,10/17/74,
5365,Matthew McConaughey,11/4/69,
5366,Matthew McGrory,5/17/73,8/9/05
5367,Matthew Modine,3/22/59,
5368,Matthew O'Callaghan,,
5369,Matthew Perry,8/19/69,
5370,Matthew R. Anderson,,
5371,Matthew Robbins,7/15/45,
5372,Matthew Settle,9/17/69,
5373,Matthew Sunderland,,
5374,Matthew Vaughn,3/7/71,
5375,Matthew Walker,,
5376,Matthew Watts,,
5377,Matthew Ziff,3/24/91,
5378,Matthias Habich,1/12/40,
5379,Matty Rich,11/6/71,
5380,Maude Apatow,12/15/97,
5381,Maura Tierney,2/3/65,
5382,Maureen McCormick,8/5/56,
5383,Maurice Compte,,
5384,Maurice Joyce,3/13/69,
5385,Maurice LaMarche,3/30/58,
5386,Maurice Roëves,3/19/37,
5387,Maurizio Benazzo,,
5388,Maury Chaykin,7/27/49,7/27/10
5389,Max Adler,1/17/86,
5390,Max Beesley,4/16/71,
5391,Max Casella,6/6/67,
5392,Max Cullen,4/29/40,
5393,Max Färberböck,9/22/50,
5394,Max Gail,4/5/43,
5395,Max Joseph,,
5396,Max Kerstein,,
5397,Max Mayer,,
5398,Max Minghella,9/16/85,
5399,Max Records,6/18/97,
5400,Max Riemelt,1/7/84,
5401,Max Ryan,,
5402,Max Wright,8/2/43,
5403,Maximilian Dirr,1/6/83,
5404,Maximilian Schell,12/8/30,2/1/14
5405,Maxine Bahns,2/28/71,
5406,Maxwell Moody,,
5407,Maya Angelou,4/4/28,5/28/14
5408,McG,8/9/68,
5409,Mckenna Grace,6/25/06,
5410,Meat Loaf,9/27/47,
5411,Meg Crosbie,7/11/03,
5412,Meg Foster,5/10/48,
5413,Megalyn Echikunwoke,5/28/83,
5414,Megan Ambuhl Graner,,
5415,Megan Burns,6/25/86,
5416,Megan Charpentier,,
5417,Megan Franich,,
5418,Megan Hilty,3/29/81,
5419,Megan Mullally,11/12/58,
5420,Megan Park,7/24/86,
5421,Meghan Heffern,10/3/83,
5422,Meghan Ory,8/20/82,
5423,Megyn Price,3/24/71,
5424,Mehcad Brooks,10/25/80,
5425,Mei Melançon,3/3/80,
5426,Meiert Avis,,
5427,Mekhi Phifer,12/29/74,
5428,Mekia Cox,,
5429,Mel Blanc,5/30/08,7/10/89
5430,Mel Brooks,6/28/26,
5431,Mel Eslyn,8/19/83,
5432,Mel Ferrer,8/25/17,6/2/08
5433,Mel Gibson,1/3/56,
5434,Mel Rodriguez,6/12/73,
5435,Mel Smith,12/3/52,7/19/13
5436,Mel Stuart,9/2/28,8/9/12
5437,Mélanie Doutey,11/22/78,
5438,Melanie Griffith,8/9/57,
5439,Melanie Kinnaman,12/18/53,
5440,Melanie Papalia,7/11/84,
5441,Melina Kanakaredes,4/23/67,
5442,Melinda Clarke,4/24/69,
5443,Melinda Dillon,10/13/39,
5444,Melissa Benoist,10/4/88,
5445,Melissa Bolona,,
5446,Mélissa Désormeaux-Poulin,,
5447,Melissa Gilbert,5/8/64,
5448,Melissa McMeekin,11/20/72,
5449,Melissa Ordway,3/31/83,
5450,Melissa Roxburgh,12/10/92,
5451,Melissa Sagemiller,6/1/74,
5452,Melissa Sturm,,
5453,Mélissa Theuriau,7/18/78,
5454,Melonie Diaz,4/25/84,
5455,Melora Walters,10/21/60,
5456,Melvil Poupaud,1/26/73,
5457,Melville Shavelson,4/1/17,8/8/07
5458,Melvin Van Peebles,8/21/32,
5459,Melvyn Douglas,4/5/01,8/4/81
5460,Mem Ferda,10/30/63,
5461,Mennan Yapo,,
5462,Menno Meyjes,,
5463,Merab Ninidze,11/3/65,
5464,Mercedes Morán,9/21/55,
5465,Meredith Hagner,5/31/87,
5466,Meredith Scott Lynn,3/8/70,
5467,Merritt Wever,8/11/80,
5468,Merry Clayton,12/25/48,
5469,Mervyn LeRoy,10/15/00,9/13/87
5470,Meryl Streep,6/22/49,
5471,Method Man,1/11/71,
5472,Mews Small,3/20/42,
5473,Mhairi Calvey,5/7/88,
5474,Mia Barron,,
5475,Mia Farrow,2/9/45,
5476,Mia Kirshner,1/25/75,
5477,Mía Maestro,3/31/68,
5478,Mia Sara,6/19/67,
5479,Mia Wasikowska,10/14/89,
5480,Mic Rodgers,,
5481,Micah Sloat,,
5482,Michael Aaron Milligan,,
5483,Michael Abbott Jr.,7/8/78,
5484,Michael Anderson,,
5485,Michael Angarano,12/3/87,
5486,Michael Apted,2/10/41,
5487,Michael Bay,2/17/65,
5488,Michael Beach,10/30/63,
5489,Michael Beck,,
5490,Michael Berryman,9/4/48,
5491,Michael Biehn,7/31/56,
5492,Michael Bolten,7/27/91,
5493,Michael Bowen,6/21/53,
5494,Michael Bower,2/12/75,
5495,Michael Brandon,4/20/45,
5496,Michael Burke,,
5497,Michael Byrne,11/7/43,
5498,Michael C. Williams,11/22/66,
5499,Michael Caton-Jones,10/15/57,
5500,Michael Cerveris,11/6/60,
5501,Michael Chapman,,
5502,Michael Chernus,8/8/77,
5503,Michael Cimino,2/3/39,7/2/16
5504,Michael Clancy,,
5505,Michael Cohn,9/5/51,
5506,Michael Corrente,4/6/59,
5507,Michael Cortez,,
5508,Michael Crichton,10/23/42,11/4/08
5509,Michael Cristofer,1/22/45,
5510,Michael Cudlitz,12/29/64,
5511,Michael Cuesta,7/8/63,
5512,Michael Curtiz,1886-12-24,4/10/62
5513,Michael D. Sellers,,
5514,Michael DeLorenzo,10/31/59,
5515,Michael Derek,1/31/42,2/19/94
5516,Michael Des Barres,1/24/48,
5517,Michael Dinner,,
5518,Michael Dorman,4/26/81,
5519,Michael Dorn,12/9/52,
5520,Michael Dougherty,10/28/74,
5521,Michael Douglas,9/25/44,
5522,Michael Dowse,4/19/73,
5523,Michael Dudikoff,10/8/54,
5524,Michael Eisner,3/7/42,
5525,Michael Elian,,
5526,Michael Elphick,9/19/46,9/7/02
5527,Michael Emerson,9/7/54,
5528,Michael Fassbender,4/2/77,
5529,Michael Gaston,2/15/67,
5530,Michael Gornick,,
5531,Michael Gough,12/3/56,
5532,Michael Greyeyes,6/4/67,
5533,Michael Gross,6/21/47,
5534,Michael Haneke,3/23/42,
5535,Michael Harding,,
5536,Michael Herz,,
5537,Michael Higgenbottom,,
5538,Michael Hitchcock,7/28/58,
5539,Michael Hoffman,11/30/56,
5540,Michael Hoffman Jr.,2/27/81,
5541,Michael Horse,12/21/51,
5542,Michael Imperioli,3/26/66,
5543,Michael Irby,11/16/72,
5544,Michael J. Bassett,,
5545,Michael J. Burg,12/28/68,
5546,Michael J. Morris,5/26/07,6/11/79
5547,Michael J. Pollard,5/30/39,
5548,Michael Jai White,11/10/67,
5549,Michael Jeter,8/26/52,3/30/03
5550,Michael Joiner,,
5551,Michael Jordan,2/9/87,
5552,Michael Kang,9/14/54,
5553,Michael Kelly,5/22/69,
5554,Michael Kitchen,10/31/48,
5555,Michael Landers,3/12/62,
5556,Michael Landes,9/18/72,
5557,Michael Landon Jr.,6/20/64,
5558,Michael Lehmann,3/30/57,
5559,Michael Lembeck,6/25/48,
5560,Michael Lerner,6/22/41,
5561,Michael Lieber,,
5562,Michael Lonsdale,5/24/31,
5563,Michael Mann,2/5/43,
5564,Michael Martin,,
5565,Michael Mayer,,
5566,Michael McCullers,,
5567,Michael McElhatton,,
5568,Michael McGlone,8/10/72,
5569,Michael McGowan,4/14/66,
5570,Michael McKean,10/17/47,
5571,Michael McLafferty,9/5/72,
5572,Michael McMillian,10/21/78,
5573,Michael Meredith,9/22/67,
5574,Michael Michele,8/30/66,
5575,Michael Monks,,
5576,Michael Moore,4/23/54,
5577,Michael Mosley,3/22/57,
5578,Michael Nardone,1/20/67,
5579,Michael Nouri,12/9/45,
5580,Michael Nyqvist,11/8/60,
5581,Michael O. Sajbel,,
5582,Michael O'Keefe,7/27/77,
5583,Michael O'Neill,,
5584,Michael Palin,5/5/43,
5585,Michael Papajohn,11/7/64,
5586,Michael Paré,,
5587,Michael Parks,4/24/40,
5588,Michael Parle,10/9/58,
5589,Michael Patrick Jann,5/15/70,
5590,Michael Patrick King,9/14/54,
5591,Michael Polish,10/30/70,
5592,Michael Pollan,2/6/55,
5593,Michael Potts,,
5594,Michael Pressman,7/1/50,
5595,Michael Radford,2/24/46,
5596,Michael Rady,8/20/81,
5597,Michael Rapaport,3/20/70,
5598,Michael Raymond-James,12/24/77,
5599,Michael Richards,7/5/75,
5600,Michael Rispoli,11/27/60,
5601,Michael Ritchie,11/28/38,4/16/01
5602,Michael Roark,5/9/83,
5603,Michael Roemer,1/1/28,
5604,Michael Rymer,,
5605,Michael Schultz,11/10/38,
5606,Michael Smiley,,
5607,Michael Spears,12/28/77,
5608,Michael Spierig,,
5609,Michael Stahl-David,10/28/82,
5610,Michael Stuhlbarg,7/5/68,
5611,Michael Sucsy,2/14/73,
5612,Michael Taliferro,8/23/61,5/4/06
5613,Michael Tiddes,,
5614,Michael Tollin,10/6/55,
5615,Michael Wadleigh,9/24/39,
5616,Michael Walker,,
5617,Michael Welch,7/25/87,
5618,Michael Weston,10/25/73,
5619,Michael Wincott,1/21/58,
5620,Michael Winner,,
5621,Michael Winnick,,
5622,Michael Winslow,9/6/58,
5623,Michael Winterbottom,3/29/61,
5624,Michael Wong,,
5625,Michael Wright,4/30/56,
5626,Michaela McManus,5/20/83,
5627,Michaela Watkins,,
5628,Michel Bouquet,11/6/25,
5629,Michel Côté,,
5630,Michel Galabru,10/27/22,1/4/16
5631,Michel Gondry,5/8/63,
5632,Michel Hazanavicius,3/29/67,
5633,Michel Leclerc,,
5634,Michel Muller,9/9/66,
5635,Michel Orion Scott,,
5636,Michel Robin,10/13/30,
5637,Michel Serrault,1/24/28,7/29/07
5638,Michel Simon,1895-04-09,5/30/75
5639,Michele Morrow,3/19/78,
5640,Michelle Forbes,1/8/65,
5641,Michelle Hurst,,
5642,Michelle Krusiec,10/2/74,
5643,Michelle Nolden,,
5644,Michelle Simone Miller,,
5645,Michelle Tabora,,
5646,Michiel Huisman,7/18/81,
5647,Mick Foley,6/7/65,
5648,Mick Jackson,10/4/43,
5649,Mick Jagger,7/26/43,
5650,Mick Lally,11/10/45,8/31/10
5651,Mickey Hart,9/11/43,
5652,Mickey Liddell,,
5653,Miguel A. Núñez Jr.,,
5654,Miguel Ángel Solá,5/14/50,
5655,Miguel Arteta,,
5656,Miguel Ferrer,2/7/55,1/19/17
5657,Miguel Sandoval,11/16/51,
5658,Miguel Sapochnik,,
5659,Mihalis Giannatos,,9/17/13
5660,Mika Boorem,8/18/87,
5661,Mikaal Bates,,
5662,Mikael Håfström,7/1/60,
5663,Mikael Salomon,2/24/45,
5664,Mikal Vega,,
5665,Mike 'The Miz' Mizanin,10/8/80,
5666,Mike Barker,6/7/68,
5667,Mike Beckingham,,
5668,Mike Bell,7/30/38,
5669,Mike Bigelow,,
5670,Mike Binder,,
5671,Mike Birbiglia,6/20/78,
5672,Mike Block,,
5673,Mike Brett,,
5674,Mike Bruce,,
5675,Mike Cahill,7/5/79,
5676,Mike Colter,8/26/76,
5677,Mike Disa,,
5678,Mike Dopud,6/10/68,
5679,Mike Doyle,,
5680,Mike Epps,11/18/70,
5681,Mike Eshaq,,
5682,Mike Figgis,2/28/48,
5683,Mike Figueroa,5/15/77,
5684,Mike Flanagan,5/20/78,
5685,Mike Gabriel,11/5/54,
5686,Mike Hodges,,
5687,Mike Howard,,
5688,Mike Huckabee,8/24/55,
5689,Mike Judge,10/17/62,
5690,Mike Leigh,2/20/43,
5691,Mike Marvin,,
5692,Mike Mayhall,,
5693,Mike McCoy,,
5694,Mike Mills,,
5695,Mike Mitchell,,
5696,Mike Muscat,5/22/52,
5697,Mike Nawrocki,7/8/66,
5698,Mike Newell,3/28/42,
5699,Mike Nichols,11/6/31,11/19/14
5700,Mike O'Malley,10/31/66,
5701,Mike Stanley,,
5702,Mike Starr,7/29/50,
5703,Mike Tyson,6/30/66,
5704,Mike van Diem,1/12/59,
5705,Mike Vogel,7/17/79,
5706,Mike White,6/28/70,
5707,Mikel Rueda,7/6/80,
5708,Mikki Padilla,5/27/74,
5709,Miko Hughes,2/22/86,
5710,Mila Kunis,8/14/83,
5711,Milan Lasica,2/3/40,
5712,Milla Jovovich,12/17/75,
5713,Milo O'Shea,6/2/26,4/2/13
5714,Milos Forman,2/18/32,
5715,Mimi Kirkland,,
5716,Mimi Leder,1/26/52,
5717,Mimi Rogers,1/27/56,
5718,Min-sik Choi,1/22/62,
5719,Mindy Kaling,6/24/79,
5720,Mindy Sterling,7/11/53,
5721,Ming-Na Wen,11/20/63,
5722,Mini Anden,6/7/78,
5723,Mink Stole,8/25/47,
5724,Minnie Driver,1/31/70,
5725,Minoru Chiaki,7/30/17,11/1/99
5726,Mira Nair,10/15/57,
5727,Mira Sorvino,9/28/67,
5728,Miranda Cosgrove,5/14/93,
5729,Miranda July,2/15/74,
5730,Miranda Otto,12/16/67,
5731,Miranda Richardson,3/3/58,
5732,Mircea Monroe,3/11/82,
5733,Mireille Enos,9/22/75,
5734,Miriam Colon,8/20/36,3/3/17
5735,Miriam Margolyes,5/18/41,
5736,Miriam Shor,7/25/71,
5737,Miriama Smith,6/3/76,
5738,Mirlan Abdulayev,,
5739,Misha Gabriel Hamilton,5/13/87,
5740,Mishael Morgan,,
5741,Misty Upham,7/6/82,10/5/14
5742,Mitch Davis,,
5743,Mitch Pileggi,4/5/52,
5744,Mitchell Altieri,,
5745,Mitchell Lichtenstein,3/10/56,
5746,Mitchell Ryan,1/11/28,
5747,Mithun Chakraborty,6/16/47,
5748,Mitsuo Iwata,7/31/67,
5749,Miyu Irino,2/19/88,
5750,Mo Gallini,2/15/66,
5751,Mo'Nique,12/11/67,
5752,Mohamad Haref Harati,,
5753,Mohammad Amir Naji,,
5754,Moises Arias,4/18/94,
5755,Mojgan Faramarzi,,
5756,Molly Bernstein,,
5757,Molly C. Quinn,10/8/93,
5758,Molly Dunsworth,,
5759,Molly Ephraim,5/22/86,
5760,Molly Hagan,8/3/61,
5761,Molly Parker,6/30/72,
5762,Molly Shannon,9/16/64,
5763,Mona Fastvold,3/7/86,
5764,Mona Marshall,8/31/47,
5765,Monda Scott,,
5766,Monica Barladeanu,12/12/78,
5767,Monica Calhoun,7/29/71,
5768,Monica Keena,5/28/79,
5769,Monica Potter,6/30/71,
5770,Monique Candelaria,,
5771,Monique Gabriela Curnen,9/7/70,
5772,Monte Hellman,7/12/32,
5773,Montgomery Clift,10/17/20,7/23/66
5774,Mor Loushy,,
5775,Mora Stephens,2/5/76,
5776,Morgan Fairchild,2/3/50,
5777,Morgan Freeman,6/1/37,
5778,Morgan J. Freeman,6/1/37,
5779,Morgan Neville,10/10/67,
5780,Morgan Saylor,10/26/94,
5781,Morgan Spurlock,11/7/70,
5782,Morgana O'Reilly,8/19/85,
5783,Moritz Bleibtreu,8/13/71,
5784,Mort Nathan,,
5785,Morten Tyldum,5/19/67,
5786,Moustapha Akkad,7/1/30,11/11/05
5787,Mugambi Nthiga,,
5788,Munro Chambers,7/29/90,
5789,Murray Bartlett,3/20/71,
5790,Murray Hamilton,3/24/23,9/1/86
5791,Muse Watson,7/20/48,
5792,Mustafa Haidari,,
5793,MyAnna Buring,9/22/79,
5794,Mykel Shannon Jenkins,7/3/69,
5795,Mykelti Williamson,3/4/57,
5796,Myles Berkowitz,,
5797,Myrna Loy,8/2/05,12/14/93
5798,Na'Blonka Durden,,
5799,Nacho Vigalondo,,
5800,Naderev Sano,,
5801,Nadia Tass,,
5802,Nadine Labaki,2/18/74,
5803,Nadine Velazquez,11/20/78,
5804,Nae Caranfil,9/7/60,
5805,Najarra Townsend,12/5/89,
5806,Nambitha Mpumlwana,2/12/67,
5807,Nancy Allen,,
5808,Nancy Cartwright,10/25/57,
5809,Nancy Ison,3/21/46,6/18/02
5810,Nancy Kyes,12/19/49,
5811,Nancy Meyers,12/8/49,
5812,Nancy O'Dell,2/25/66,
5813,Nancy Travis,9/21/61,
5814,Nancy Walker,5/10/22,3/25/92
5815,Nandita Das,11/7/69,
5816,Nanette Burstein,5/23/70,
5817,Naomi Nishida,2/16/72,
5818,Naomi Watts,9/28/68,
5819,Nargess Mamizadeh,,
5820,Naseeruddin Shah,7/20/50,
5821,Nastassja Kinski,1/24/61,
5822,Nat Faxon,,
5823,Nat Wolff,10/23/58,
5824,Natalie Bible',11/9/83,
5825,Natalie Canerday,3/9/62,
5826,Natalie Coughlin,8/23/82,
5827,Natalie Imbruglia,2/4/75,
5828,Natalie Lisinska,,
5829,Natalie Mendoza,8/12/78,
5830,Natalie Portman,6/9/81,
5831,Natalie Press,8/15/80,
5832,Natalie Stephany Aguilar,,
5833,Natalie Welch,,
5834,Nataliya Vdovina,1/12/69,
5835,Natalya Bondarchuk,5/10/50,
5836,Nataniel Sánchez,,
5837,Natascha McElhone,12/14/69,
5838,Natasha Bedingfield,11/26/81,
5839,Natasha Calis,,
5840,Natasha Gregson Wagner,9/29/70,
5841,Natasha Henstridge,8/15/74,
5842,Natasha Lyonne,4/4/79,
5843,Natasha Richardson,5/11/63,3/18/09
5844,Nate Parker,11/18/79,
5845,Nathalie Baye,7/6/48,
5846,Nathalie Fay,,
5847,Nathan Frankowski,,
5848,Nathan Greno,3/22/75,
5849,Nathan Jones,,
5850,Nathan Lane,2/3/56,
5851,Nathan Parsons,6/16/88,
5852,Nathan Smith Jones,,
5853,Nathaniel Lees,,
5854,Nathaniel Parker,5/18/62,
5855,Nathin Butler,,
5856,Nawazuddin Siddiqui,5/19/74,
5857,Neal Brennan,,
5858,Necar Zadegan,,
5859,Necati Sasmaz,12/15/71,
5860,Ned Beatty,7/6/37,
5861,Ned Bellamy,5/7/57,
5862,Neema Barnette,12/14/49,
5863,Neeru Bajwa,8/26/80,
5864,Nehemiah Persoff,8/2/19,
5865,Neil Armstrong,8/5/30,8/25/12
5866,Neil Brown Jr.,6/19/80,
5867,Neil Burger,,
5868,Neil Diamond,1/24/41,
5869,Neil Flynn,11/13/60,
5870,Neil Hopkins,5/13/77,
5871,Neil Jordan,2/25/50,
5872,Neil LaBute,3/19/63,
5873,Neil Marshall,5/25/70,
5874,Neil Maskell,,
5875,Neil Mcenery-West,,
5876,Neill Blomkamp,9/17/79,
5877,Neill Dela Llana,,
5878,Nellie McKay,4/13/82,
5879,Nellie Sciutto,,
5880,Nels Lennarson,10/14/72,
5881,Nelson Ascencio,8/30/64,
5882,Nelson McCormick,,
5883,Neville Brand,8/13/20,4/16/92
5884,Newt Arnold,2/22/22,2/12/00
5885,Ni Ni,1/12/87,
5886,Ni Yan,3/10/71,
5887,Nia Long,10/30/70,
5888,Nia Peeples,12/10/61,
5889,Nia Vardalos,9/24/62,
5890,Niall Horan,9/13/93,
5891,Niall Johnson,,
5892,Niamh Cusack,10/20/59,
5893,Nichelle Nichols,12/28/32,
5894,Nichola Burley,,
5895,Nicholas Aaron,,
5896,Nicholas Bell,3/24/52,
5897,Nicholas Braun,5/1/88,
5898,Nicholas Carella,8/20/80,
5899,Nicholas Elia,3/29/97,
5900,Nicholas Fackler,,
5901,Nicholas Farrell,,
5902,Nicholas Gonzalez,1/3/76,
5903,Nicholas Hamilton,5/4/00,
5904,Nicholas Hammond,5/15/50,
5905,Nicholas Hytner,5/7/56,
5906,Nicholas Jarecki,,
5907,Nicholas Lea,5/29/41,
5908,Nicholas Meyer,12/24/45,
5909,Nicholas Ray,8/7/11,6/16/79
5910,Nicholas Rowe,11/22/66,
5911,Nicholas Simmons,3/31/80,
5912,Nicholas Stoller,3/19/76,
5913,Nicholas Tse,8/29/80,
5914,Nicholas Turturro,1/29/62,
5915,Nicholaus Goossen,,
5916,Nichole Ceballos,,
5917,Nick Cannon,10/8/80,
5918,Nick Cassavetes,5/21/59,
5919,Nick Cave,9/22/57,
5920,Nick Chinlund,11/18/61,
5921,Nick Damici,,
5922,Nick Gomez,,
5923,Nick Hamm,,
5924,Nick Hurran,,
5925,Nick Krause,4/14/92,
5926,Nick Love,12/24/69,
5927,Nick Murphy,,
5928,Nick Principe,12/30/78,
5929,Nick Robinson,3/22/95,
5930,Nick Searcy,3/7/59,
5931,Nick Stahl,12/5/79,
5932,Nick Tomnay,,
5933,Nick Zano,3/8/78,
5934,Nicki Aycox,5/26/75,
5935,Nickolas Perry,,
5936,Nicky Katt,5/11/70,
5937,Nicky Naudé,,
5938,Nicol Williamson,9/14/36,12/16/11
5939,Nicola Walker,5/15/70,
5940,Nicolae Constantin Tanase,,
5941,Nicolas Cage,1/7/64,
5942,Nicolas Giraud,11/12/78,
5943,Nicolas Winding Refn,9/29/70,
5944,Nicole Ari Parker,10/7/70,
5945,Nicole Beharie,,
5946,Nicole de Boer,12/20/70,
5947,Nicole Dionne,5/26/79,
5948,Nicole Holofcener,3/22/60,
5949,Nicole Muñoz,6/24/94,
5950,Nicole Randall Johnson,12/9/73,
5951,Nicole Scherzinger,6/29/78,
5952,Nicole Smolen,12/9/96,
5953,Nicole Sullivan,4/21/70,
5954,Nicollette Sheridan,11/21/63,
5955,Niecy Nash,2/23/70,
5956,Niels Arden Oplev,3/26/61,
5957,Nigel Bruce,7/9/49,
5958,Nigel Cole,,
5959,Nigel Whitmey,,
5960,Niketa Calame,11/10/80,
5961,Niki Caro,,
5962,Nikki Griffin,4/16/78,
5963,Nikola Djuricko,7/9/74,
5964,Nils Gaup,,
5965,Nils-Anders Vallgårda,,
5966,Nima Nourizadeh,11/12/77,
5967,Nimrat Kaur,,
5968,Nimród Antal,11/30/73,
5969,Nina Arianda,9/18/84,
5970,Nina Hartley,3/11/59,
5971,Nina Hoss,7/7/75,
5972,Nirut Sirichanya,,
5973,Nissim Renard,,
5974,Nnegest Likké,2/19/70,
5975,Noah Baumbach,9/3/69,
5976,Noah Bean,8/20/78,
5977,Noah Buschel,5/31/78,
5978,Noah Danby,4/24/74,
5979,Noah Emmerich,2/27/65,
5980,Noah Huntley,9/7/74,
5981,Noah Lomax,,
5982,Noah Ringer,11/18/97,
5983,Noah Segan,10/5/83,
5984,Noah Taylor,9/4/69,
5985,Noam Chomsky,12/7/28,
5986,Noam Jenkins,,
5987,Noam Murro,8/16/61,
5988,Noel Clarke,12/6/75,
5989,Noel Fisher,3/13/84,
5990,Noel Gugliemi,,
5991,Noel Marshall,4/18/31,6/27/10
5992,Noémie Lenoir,9/19/79,
5993,Nolan Gerard Funk,7/28/86,
5994,Nona Gaye,9/4/74,
5995,Nonso Anozie,5/28/79,
5996,Nora Arnezeder,5/8/89,
5997,Nora Dunn,4/29/52,
5998,Nora Ephron,5/19/41,6/26/12
5999,Nora von Waldstätten,12/1/81,
6000,Nora Zehetner,2/5/81,
6001,Norah Jones,3/30/79,
6002,Norbert Ferrer,,
6003,Norma Aleandro,5/2/36,
6004,Norman Ferguson,9/2/02,11/4/57
6005,Norman Jewison,7/21/26,
6006,Norman Lloyd,11/8/14,
6007,Norman Reedus,1/6/69,
6008,Noureen DeWulf,2/28/84,
6009,Numan Acar,10/7/74,
6010,O.J. Simpson,7/9/47,
6011,Oaklee Pendergast,,
6012,Oana Pellea,1/29/62,
6013,Oanh Nguyen,,
6014,Obba Babatundé,12/1/51,
6015,Ocean James,,
6016,Odessa Rae,,
6017,Odeya Rush,5/12/97,
6018,Ohad Knoller,9/28/76,
6019,Oksana Akinshina,4/19/87,
6020,Ol Parker,,
6021,Ólafur Darri Ólafsson,3/13/73,
6022,Olatunde Osunsanmi,10/23/77,
6023,Ole Bornedal,5/26/59,
6024,Ole Christian Madsen,6/18/66,
6025,Oleg Stepchenko,9/25/64,
6026,Oleg Taktarov,8/26/67,
